campaignid,sample,family,genus,species,count,stage,scientific,caab_code
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Kyphosidae,Kyphosus,sydneyanus,5,AD,Kyphosidae Kyphosus sydneyanus,37361001
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Labridae,Coris,auricularis,22,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Labridae,Dotalabrus,alleni,1,AD,Labridae Dotalabrus alleni,37384103
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Labridae,Notolabrus,parilus,2,AD,Labridae Notolabrus parilus,37384022
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Labridae,Olisthops,cyanomelas,2,AD,Labridae Olisthops cyanomelas,37385001
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Labridae,Ophthalmolepis,lineolatus,7,AD,Labridae Ophthalmolepis lineolatus,37384040
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Labridae,Pseudolabrus,biserialis,3,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Microcanthidae,Neatypus,obliquus,5,AD,Microcanthidae Neatypus obliquus,37361002
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Microcanthidae,Tilodon,sexfasciatus,1,AD,Microcanthidae Tilodon sexfasciatus,37361003
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Monacanthidae,Acanthaluteres,spp,46,AD,Monacanthidae Acanthaluteres spp,37465905
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Monacanthidae,Meuschenia,flavolineata,2,AD,Monacanthidae Meuschenia flavolineata,37465035
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Monacanthidae,Unknown,spp,1,AD,Monacanthidae NA spp,37465903
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Muraenidae,Gymnothorax,prasinus,1,AD,Muraenidae Gymnothorax prasinus,37060006
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Muraenidae,Gymnothorax,woodwardi,1,AD,Muraenidae Gymnothorax woodwardi,37060054
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Pomacentridae,Chromis,klunzingeri,71,AD,Pomacentridae Chromis klunzingeri,37372044
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Pomacentridae,Parma,spp,1,AD,Pomacentridae Parma spp,37372916
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Scorpididae,Scorpis,aequipinnis,4,AD,Scorpididae Scorpis aequipinnis,37361004
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Scorpididae,Scorpis,georgiana,2,AD,Scorpididae Scorpis georgiana,37361015
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Serranidae,Epinephelides,armatus,2,AD,Serranidae Epinephelides armatus,37311100
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Sparidae,Chrysophrys,auratus,2,AD,Sparidae Chrysophrys auratus,37353001
2024-10_SwC_stereo-BRUVs,SWC-BV-113,Unknown,Unknown,Unknown,210,AD,Unknown Unknown Unknown,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Aracanidae,Anoplocapros,lenticularis,2,AD,Aracanidae Anoplocapros lenticularis,37466010
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Carangidae,Seriola,hippos,4,AD,Carangidae Seriola hippos,37337007
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Cheilodactylidae,Nemadactylus,valenciennesi,2,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Labridae,Coris,auricularis,4,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Labridae,Pseudolabrus,biserialis,1,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Labridae,Suezichthys,bifurcatus,2,AD,Labridae Suezichthys bifurcatus,37384160
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Labridae,Unknown,spp,2,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Microcanthidae,Neatypus,obliquus,37,AD,Microcanthidae Neatypus obliquus,37361002
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Monacanthidae,Meuschenia,freycineti,1,AD,Monacanthidae Meuschenia freycineti,37465036
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Monacanthidae,Meuschenia,scabra,3,AD,Monacanthidae Meuschenia scabra,37465005
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Muraenidae,Gymnothorax,prasinus,1,AD,Muraenidae Gymnothorax prasinus,37060006
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Muraenidae,Gymnothorax,woodwardi,1,AD,Muraenidae Gymnothorax woodwardi,37060054
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Oplegnathidae,Oplegnathus,woodwardi,5,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Parascylliidae,Parascyllium,variolatum,1,AD,Parascylliidae Parascyllium variolatum,37013004
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Sparidae,Chrysophrys,auratus,6,AD,Sparidae Chrysophrys auratus,37353001
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2024-10_SwC_stereo-BRUVs,SWC-BV-114,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Achoerodus,gouldii,1,AD,Labridae Achoerodus gouldii,37384002
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Coris,auricularis,33,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Dotalabrus,alleni,1,AD,Labridae Dotalabrus alleni,37384103
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Notolabrus,parilus,1,AD,Labridae Notolabrus parilus,37384022
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Olisthops,cyanomelas,3,AD,Labridae Olisthops cyanomelas,37385001
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Ophthalmolepis,lineolatus,24,AD,Labridae Ophthalmolepis lineolatus,37384040
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Pictilabrus,laticlavius,3,AD,Labridae Pictilabrus laticlavius,37384020
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Pseudolabrus,biserialis,1,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Muraenidae,Gymnothorax,prasinus,1,AD,Muraenidae Gymnothorax prasinus,37060006
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Pomacentridae,Chromis,klunzingeri,4,AD,Pomacentridae Chromis klunzingeri,37372044
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2024-10_SwC_stereo-BRUVs,SWC-BV-115,Sparidae,Chrysophrys,auratus,2,AD,Sparidae Chrysophrys auratus,37353001
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Carangidae,Pseudocaranx,spp,1,AD,Carangidae Pseudocaranx spp,37337924
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Labridae,Coris,auricularis,18,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Labridae,Eupetrichthys,angustipes,1,AD,Labridae Eupetrichthys angustipes,37384105
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Labridae,Ophthalmolepis,lineolatus,3,AD,Labridae Ophthalmolepis lineolatus,37384040
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Labridae,Suezichthys,bifurcatus,3,AD,Labridae Suezichthys bifurcatus,37384160
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Loliginidae,Sepioteuthis,australis,1,AD,Loliginidae Sepioteuthis australis,23617005
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Mullidae,Upeneichthys,stotti,1,AD,Mullidae Upeneichthys stotti,37355030
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Mullidae,Upeneichthys,vlamingii,1,AD,Mullidae Upeneichthys vlamingii,37355029
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Neosebastidae,Neosebastes,pandus,1,AD,Neosebastidae Neosebastes pandus,37287003
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Oplegnathidae,Oplegnathus,woodwardi,1,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Platycephalidae,Platycephalus,spp,5,AD,Platycephalidae Platycephalus spp,37296913
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Serranidae,Caesioperca,sp,1,AD,Serranidae Caesioperca sp,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Unknown,Unknown,Unknown,2,AD,Unknown Unknown Unknown,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Carangidae,Seriola,hippos,2,AD,Carangidae Seriola hippos,37337007
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Labridae,Coris,auricularis,7,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Labridae,Pseudolabrus,biserialis,5,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Labridae,Suezichthys,bifurcatus,5,AD,Labridae Suezichthys bifurcatus,37384160
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Microcanthidae,Neatypus,obliquus,16,AD,Microcanthidae Neatypus obliquus,37361002
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Monacanthidae,Meuschenia,scabra,6,AD,Monacanthidae Meuschenia scabra,37465005
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Muraenidae,Gymnothorax,prasinus,1,AD,Muraenidae Gymnothorax prasinus,37060006
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Parascylliidae,Parascyllium,variolatum,1,AD,Parascylliidae Parascyllium variolatum,37013004
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Pomacentridae,Parma,bicolor,1,AD,Pomacentridae Parma bicolor,37372092
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Serranidae,Caesioperca,spp,4,AD,Serranidae Caesioperca spp,37311919
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Sparidae,Chrysophrys,auratus,6,AD,Sparidae Chrysophrys auratus,37353001
2024-10_SwC_stereo-BRUVs,SWC-BV-117,Unknown,Unknown,Unknown,3,AD,Unknown Unknown Unknown,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Aulopidae,Latropiscis,purpurissatus,1,AD,Aulopidae Latropiscis purpurissatus,37117001
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Dasyatidae,Bathytoshia,brevicaudata,2,AD,Dasyatidae Bathytoshia brevicaudata,37035001
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Labridae,Coris,auricularis,18,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Labridae,Suezichthys,bifurcatus,2,AD,Labridae Suezichthys bifurcatus,37384160
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Labridae,Suezichthys,cyanolaemus,1,AD,Labridae Suezichthys cyanolaemus,37384161
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Microcanthidae,Neatypus,obliquus,1,AD,Microcanthidae Neatypus obliquus,37361002
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Monacanthidae,Meuschenia,scabra,1,AD,Monacanthidae Meuschenia scabra,37465005
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Serranidae,Caesioperca,spp,15,AD,Serranidae Caesioperca spp,37311919
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Serranidae,Epinephelides,armatus,2,AD,Serranidae Epinephelides armatus,37311100
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Sparidae,Chrysophrys,auratus,7,AD,Sparidae Chrysophrys auratus,37353001
2024-10_SwC_stereo-BRUVs,SWC-BV-120,Carangidae,Pseudocaranx,spp,7,AD,Carangidae Pseudocaranx spp,37337924
2024-10_SwC_stereo-BRUVs,SWC-BV-120,Neosebastidae,Neosebastes,pandus,1,AD,Neosebastidae Neosebastes pandus,37287003
2024-10_SwC_stereo-BRUVs,SWC-BV-120,Oplegnathidae,Oplegnathus,woodwardi,1,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2024-10_SwC_stereo-BRUVs,SWC-BV-120,Platycephalidae,Platycephalus,spp,1,AD,Platycephalidae Platycephalus spp,37296913
2024-10_SwC_stereo-BRUVs,SWC-BV-120,Pristiophoridae,Pristiophorus,cirratus,1,AD,Pristiophoridae Pristiophorus cirratus,37023002
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Carangidae,Pseudocaranx,spp,5,AD,Carangidae Pseudocaranx spp,37337924
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Glaucosomatidae,Glaucosoma,hebraicum,1,AD,Glaucosomatidae Glaucosoma hebraicum,37320004
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Labridae,Austrolabrus,maculatus,3,AD,Labridae Austrolabrus maculatus,37384025
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Labridae,Coris,auricularis,10,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Labridae,Eupetrichthys,angustipes,1,AD,Labridae Eupetrichthys angustipes,37384105
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Labridae,Ophthalmolepis,lineolatus,14,AD,Labridae Ophthalmolepis lineolatus,37384040
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Labridae,Pseudolabrus,biserialis,8,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Labridae,Siphonognathus,spp,1,AD,Labridae Siphonognathus spp,37385905
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Monacanthidae,Meuschenia,venusta,2,AD,Monacanthidae Meuschenia venusta,37465060
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Neosebastidae,Neosebastes,pandus,1,AD,Neosebastidae Neosebastes pandus,37287003
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Pomacentridae,Chromis,klunzingeri,14,AD,Pomacentridae Chromis klunzingeri,37372044
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Serranidae,Caesioperca,spp,1,AD,Serranidae Caesioperca spp,37311919
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Carangidae,Pseudocaranx,spp,20,AD,Carangidae Pseudocaranx spp,37337924
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Labridae,Coris,auricularis,1,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Labridae,Suezichthys,bifurcatus,2,AD,Labridae Suezichthys bifurcatus,37384160
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Monacanthidae,Meuschenia,scabra,1,AD,Monacanthidae Meuschenia scabra,37465005
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Neosebastidae,Neosebastes,pandus,3,AD,Neosebastidae Neosebastes pandus,37287003
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Oplegnathidae,Oplegnathus,woodwardi,1,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Pentanchidae,Asymbolus,occiduus,1,AD,Pentanchidae Asymbolus occiduus,37015026
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Pinguipedidae,Parapercis,ramsayi,4,AD,Pinguipedidae Parapercis ramsayi,37390002
2024-10_SwC_stereo-BRUVs,SWC-BV-122,Platycephalidae,Platycephalus,spp,1,AD,Platycephalidae Platycephalus spp,37296913
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Heterodontidae,Heterodontus,portusjacksoni,2,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Coris,auricularis,16,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Olisthops,cyanomelas,1,AD,Labridae Olisthops cyanomelas,37385001
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Ophthalmolepis,lineolatus,15,AD,Labridae Ophthalmolepis lineolatus,37384040
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Pictilabrus,laticlavius,1,AD,Labridae Pictilabrus laticlavius,37384020
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Pseudolabrus,biserialis,4,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Labridae,Unknown,spp,2,AD,Labridae NA spp,37384900
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Monacanthidae,Meuschenia,flavolineata,1,AD,Monacanthidae Meuschenia flavolineata,37465035
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Monacanthidae,Meuschenia,freycineti,1,AD,Monacanthidae Meuschenia freycineti,37465036
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Monacanthidae,Meuschenia,spp,2,AD,Monacanthidae Meuschenia spp,37465902
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Parascylliidae,Parascyllium,variolatum,1,AD,Parascylliidae Parascyllium variolatum,37013004
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Plesiopidae,Trachinops,noarlungae,2,AD,Plesiopidae Trachinops noarlungae,37316017
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Pomacentridae,Chromis,klunzingeri,26,AD,Pomacentridae Chromis klunzingeri,37372044
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Serranidae,Caesioperca,rasor,2,AD,Serranidae Caesioperca rasor,37311003
2024-10_SwC_stereo-BRUVs,SWC-BV-123,Unknown,Unknown,Unknown,49,AD,Unknown Unknown Unknown,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Carangidae,Pseudocaranx,spp,3,AD,Carangidae Pseudocaranx spp,37337924
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Cheilodactylidae,Nemadactylus,valenciennesi,2,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Labridae,Bodianus,frenchii,2,AD,Labridae Bodianus frenchii,37384057
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Labridae,Coris,auricularis,34,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Labridae,Ophthalmolepis,lineolatus,3,AD,Labridae Ophthalmolepis lineolatus,37384040
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Labridae,Pseudolabrus,biserialis,5,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Microcanthidae,Neatypus,obliquus,11,AD,Microcanthidae Neatypus obliquus,37361002
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Monacanthidae,Meuschenia,flavolineata,1,AD,Monacanthidae Meuschenia flavolineata,37465035
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Monacanthidae,Meuschenia,galii,2,AD,Monacanthidae Meuschenia galii,37465040
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Monacanthidae,Unknown,spp,2,AD,Monacanthidae NA spp,37465903
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Muraenidae,Gymnothorax,prasinus,2,AD,Muraenidae Gymnothorax prasinus,37060006
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Muraenidae,Unknown,spp,1,AD,Muraenidae NA spp,37060000
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Neosebastidae,Neosebastes,nigropunctatus,1,AD,Neosebastidae Neosebastes nigropunctatus,37287002
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Neosebastidae,Neosebastes,pandus,1,AD,Neosebastidae Neosebastes pandus,37287003
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Pomacentridae,Chromis,klunzingeri,5,AD,Pomacentridae Chromis klunzingeri,37372044
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Pomacentridae,Chromis,westaustralis,25,AD,Pomacentridae Chromis westaustralis,37372055
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Pomacentridae,Parma,bicolor,1,AD,Pomacentridae Parma bicolor,37372092
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Sepiidae,Unknown,spp,1,AD,Sepiidae NA spp,23607000
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Serranidae,Caesioperca,sp,9,AD,Serranidae Caesioperca sp,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Unknown,Unknown,Unknown,59,AD,Unknown Unknown Unknown,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2024-10_SwC_stereo-BRUVs,SWC-BV-125,Carangidae,Pseudocaranx,spp,4,AD,Carangidae Pseudocaranx spp,37337924
2024-10_SwC_stereo-BRUVs,SWC-BV-125,Carangidae/Scombridae,Unknown,spp,198,AD,Carangidae/Scombridae NA NA,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-125,Platycephalidae,Platycephalus,spp,3,AD,Platycephalidae Platycephalus spp,37296913
2024-10_SwC_stereo-BRUVs,SWC-BV-125,Sparidae,Chrysophrys,auratus,2,AD,Sparidae Chrysophrys auratus,37353001
2024-10_SwC_stereo-BRUVs,SWC-BV-125,Trygonorrhinidae,Aptychotrema,vincentiana,1,AD,Trygonorrhinidae Aptychotrema vincentiana,37027001
2024-10_SwC_stereo-BRUVs,SWC-BV-125,Unknown,Unknown,Unknown,1,AD,Unknown Unknown Unknown,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Monacanthidae,Nelusetta,ayraud,3,AD,Monacanthidae Nelusetta ayraud,37465006
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Neosebastidae,Neosebastes,pandus,1,AD,Neosebastidae Neosebastes pandus,37287003
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Oplegnathidae,Oplegnathus,woodwardi,2,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Pentacerotidae,Unknown,spp,1,AD,Pentacerotidae NA spp,37367000
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Platycephalidae,Platycephalus,spp,2,AD,Platycephalidae Platycephalus spp,37296913
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Triglidae,Pterygotrigla,polyommata,3,AD,Triglidae Pterygotrigla polyommata,37288006
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Unknown,Unknown,Unknown,1,AD,Unknown Unknown Unknown,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Cheilodactylidae,Nemadactylus,valenciennesi,2,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Girellidae,Girella,tephraeops,1,AD,Girellidae Girella tephraeops,37361017
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Labridae,Austrolabrus,maculatus,3,AD,Labridae Austrolabrus maculatus,37384025
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Labridae,Coris,auricularis,24,AD,Labridae Coris auricularis,37384088
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Labridae,Ophthalmolepis,lineolatus,4,AD,Labridae Ophthalmolepis lineolatus,37384040
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Labridae,Pseudolabrus,biserialis,7,AD,Labridae Pseudolabrus biserialis,37384149
2024-10_SwC_stereo-BRUVs,SWC-BV-127,Microcanthidae,Neatypus,obliquus,17,AD,Microcanthidae Neatypus obliquus,37361002
